movieId,title
950,"Thin Man, The"
954,Mr. Smith Goes to Washington
967,"Outlaw, The"
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)"
981,Dangerous Ground
986,Fly Away Home
1003,Extreme Measures
1004,"Glimmer Man, The"
1009,Escape to Witch Mountain
1023,Winnie the Pooh and the Blustery Day
1044,Surviving Picasso
1046,Beautiful Thing
1055,Shadow Conspiracy
1056,Jude
1059,William Shakespeare's Romeo + Juliet
1061,Sleepers
1062,"Sunchaser, The"
1093,"Doors, The"
1123,"Perfect Candidate, A"
1124,On Golden Pond
1128,"Fog, The"
1148,Wallace & Gromit: The Wrong Trousers
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her)
1167,Dear God
1178,Paths of Glory
1184,Mediterraneo
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)"
1215,Army of Darkness
1223,"Grand Day Out with Wallace and Gromit, A"
1226,"Quiet Man, The"
1232,Stalker
1250,"Bridge on the River Kwai, The"
1257,Better Off Dead...
1258,"Shining, The"
1317,I'm Not Rappaport
1320,Alien³ (a.k.a. Alien 3)
1324,Amityville: Dollhouse
1328,"Amityville Curse, The"
1334,"Blob, The"
1345,Carrie
1350,"Omen, The"
1351,Blood and Wine (Blood & Wine)
1372,Star Trek VI: The Undiscovered Country
1386,Terror in a Texas Town
1389,Jaws 3-D
1391,Mars Attacks!
1392,Citizen Ruth
1404,Night Falls on Manhattan
1415,"Thieves (Voleurs, Les)"
1416,Evita
1432,Metro
1449,Waiting for Guffman
1465,Rosewood
1480,Smilla's Sense of Snow
1482,"Van, The"
1509,All Over Me
1551,Buddy
1552,Con Air
1572,"Contempt (Mépris, Le)"
1574,Fall
1583,"Simple Wish, A"
1588,George of the Jungle
1594,In the Company of Men
1601,Hoodlum
1646,RocketMan (a.k.a. Rocket Man)
1686,Red Corner
1716,"Other Voices, Other Rooms"
1730,Kundun
1749,The Leading Man
1797,Everest
1809,Fireworks (Hana-bi)
1827,"Big One, The"
1863,Major League: Back to the Minors
1865,Wild Man Blues
1869,Black Dog
1873,"Misérables, Les"
1882,Godzilla
1883,Bulworth
1898,"Land Girls, The"
1913,Picnic at Hanging Rock
1941,Hamlet
1959,Out of Africa
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A"
1981,Friday the 13th Part VIII: Jason Takes Manhattan
1996,Poltergeist III
2032,"Barefoot Executive, The"
2040,"Computer Wore Tennis Shoes, The"
2043,Darby O'Gill and the Little People
2049,"Happiest Millionaire, The"
2065,"Purple Rose of Cairo, The"
2089,"Rescuers Down Under, The"
2101,Squanto: A Warrior's Tale
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode)
2113,Graveyard Shift (Stephen King's Graveyard Shift)
2128,Safe Men
2132,Who's Afraid of Virginia Woolf?
2135,Doctor Dolittle
2171,Next Stop Wonderland
2177,Family Plot
2183,"Man Who Knew Too Much, The"
2185,I Confess
2192,See the Sea
2214,Number Seventeen (a.k.a. Number 17)
2215,Rich and Strange
2238,Seven Beauties (Pasqualino Settebellezze)
2262,About Last Night...
2280,Clay Pigeons
2283,"Sheltering Sky, The"
2292,Overnight Delivery
2293,Shadrach
2301,History of the World: Part I
2302,My Cousin Vinny
2314,Beloved
2321,Pleasantville
2323,"Cruise, The"
2330,Hands on a Hard Body
2341,Dancing at Lughnasa
2342,Hard Core Logo
2352,"Big Chill, The"
2360,"Celebration, The (Festen)"
2363,Godzilla (Gojira)
2365,King Kong vs. Godzilla (Kingukongu tai Gojira)
2374,Gung Ho
2375,"Money Pit, The"
2394,"Prince of Egypt, The"
2397,Mass Appeal
2401,Pale Rider
2406,Romancing the Stone
2412,Rocky V
2420,"Karate Kid, The"
2439,Affliction
2440,Another Day in Paradise
2442,Hilary and Jackie
2444,24 7: Twenty Four Seven
2445,At First Sight
2450,Howard the Duck
2452,"Gate II: Trespassers, The"
2453,"Boy Who Could Fly, The"
2486,"24 Hour Woman, The"
2496,Blast from the Past
2498,My Favorite Martian
2505,8MM
2516,Children of the Corn III
2517,Christine
2525,Alligator
2530,Beneath the Planet of the Apes
2533,Escape from the Planet of the Apes
2543,Six Ways to Sunday
2545,Relax... It's Just Sex
2550,"Haunting, The"
2582,Twin Dragons (Shuang long hui)
2587,Life
2608,Heaven
2626,Edge of Seventeen
2633,"Mummy, The"
2651,Frankenstein Meets the Wolf Man
2663,It Came from Beneath the Sea
2665,Earth vs. the Flying Saucers
2686,"Red Violin, The (Violon rouge, Le)"
2688,"General's Daughter, The"
2690,"Ideal Husband, An"
2697,My Son the Fanatic
2712,Eyes Wide Shut
2716,Ghostbusters (a.k.a. Ghost Busters)
2724,Runaway Bride
2733,Vibes
2744,Otello
2745,"Mission, The"
2747,"Little Shop of Horrors, The"
2767,Illuminata
2774,Better Than Chocolate
2779,Heaven Can Wait
2786,Haunted Honeymoon
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)"
2791,Airplane!
2800,Little Nemo: Adventures in Slumberland
2808,Universal Soldier
2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See)"
2834,"Very Thought of You, The"
2876,Thumbelina
2891,"Happy, Texas"
2894,Romance
2940,Gilda
2941,South Pacific
2948,From Russia with Love
2949,Dr. No
2953,Home Alone 2: Lost in New York
2957,Sparrows
2971,All That Jazz
2978,Three to Tango
2999,Man of the Century
3000,Princess Mononoke (Mononoke-hime)
3002,My Best Fiend (Mein liebster Feind)
3013,Bride of Re-Animator
3014,Bustin' Loose
3019,Drugstore Cowboy
3025,Rough Night in Jericho
3030,Yojimbo
3033,Spaceballs
3050,Light It Up
3057,Where's Marlowe?
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios)
3088,Harvey
3094,Maurice
3115,Flawless
3140,Three Ages
3169,The Falcon and the Snowman
3185,Snow Falling on Cedars
3203,Dead Calm
3224,Woman in the Dunes (Suna no onna)
3225,Down to You
3244,"Goodbye Girl, The"
3245,I Am Cuba (Soy Cuba/Ya Kuba)
3256,Patriot Games
3257,"Bodyguard, The"
3285,"Beach, The"
3292,"Big Combo, The"
3316,Reindeer Games
3322,3 Strikes
3340,Bride of the Monster
3360,Hoosiers (a.k.a. Best Shot)
3397,"Great Muppet Caper, The"
3398,"Muppets Take Manhattan, The"
3399,Sesame Street Presents Follow That Bird
3407,"Carriers Are Waiting, The (Convoyeurs attendent, Les)"
3418,Thelma & Louise
3420,...And Justice for All
3435,Double Indemnity
3438,Teenage Mutant Ninja Turtles
3483,"Road to El Dorado, The"
3506,North Dallas Forty
3521,Mystery Train
3526,Parenthood
3552,Caddyshack
3569,"Idiots, The (Idioterne)"
3574,Carnosaur 3: Primal Species
3584,Breathless
3596,Screwed
3615,Dinosaur
3621,Possession
3631,It's in the Water
3642,In Old California
3660,Puppet Master
3690,Porky's Revenge
3703,"Road Warrior, The (Mad Max 2)"
3715,Burglar
3720,Sunshine
3737,Lonely Are the Brave
3741,Badlands
3789,"Pawnbroker, The"
3790,Groove
3793,X-Men
3795,"Five Senses, The"
3808,"Two Women (Ciociara, La)"
3825,Coyote Ugly
3886,Steal This Movie!
3895,"Watcher, The"
3896,"Way of the Gun, The"
3900,Crime and Punishment in Suburbia
3901,Duets
3908,Urban Legends: Final Cut
3912,Beautiful
3916,Remember the Titans
3919,Hellraiser III: Hell on Earth
3939,Slumber Party Massacre II
3950,Tigerland
3959,"Time Machine, The"
3980,Men of Honor
3982,What's Cooking?
4028,Songcatcher
4054,Save the Last Dance
4062,Mystic Pizza
4083,Best Seller
4084,Beverly Hills Cop II
4085,Beverly Hills Cop
4091,Can't Buy Me Love
4152,Vatel
4155,Sweet November
4159,3000 Miles to Graceland
4166,Series 7: The Contenders
4188,Hans Christian Andersen
4193,"Fantasticks, The"
4194,I Know Where I'm Going!
4197,Real Life
4199,Death Warrant
4209,Rated X
4225,"Dish, The"
4236,Keep the River on Your Right: A Modern Cannibal Tale
4248,Josie and the Pussycats
4254,Crocodile Dundee in Los Angeles
4269,Rat
4276,Lost in America
4284,Frankie and Johnny
4291,Nine to Five (a.k.a. 9 to 5)
4297,Pelle the Conqueror (Pelle erobreren)
4310,Pearl Harbor
4317,Love Potion #9
4341,What's the Worst That Could Happen?
4365,Pavilion of Women
4371,Baby Boy
4389,Lost and Delirious
4403,"Fall of the House of Usher, The (House of Usher)"
4423,"Entertainer, The"
4425,Howling III: The Marsupials
4450,Bully
4453,Michael Jordan to the Max
4473,Bat*21
4476,Big Business
4479,Bird
4496,D.O.A.
4500,Drowning by Numbers
4502,Ernest Saves Christmas
4514,Howling IV: The Original Nightmare
4517,Lady in White (a.k.a. The Mystery of the Lady in White)
4521,Little Nikita
4523,Milagro Beanfield War
4549,Sweet Hearts Dance
4553,They Live
4560,Watchers
4572,Black Rain
4581,Dad
4591,Erik the Viking
4608,"Innocent Man, An"
4612,Jesus of Montreal (Jésus de Montréal)
4628,New York Stories
4649,Wet Hot American Summer
4660,Scenes from the Class Struggle in Beverly Hills
4673,Tango & Cash
4674,Tap
4688,Black Robe
4692,"Hotel New Hampshire, The"
4703,Chocolat
4728,Rat Race
4731,Innocence
4754,"Wicker Man, The"
4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler)"
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The"
4792,13 Ghosts
4794,Opera
4805,Sayonara
4815,Hearts in Atlantis
4817,Born Romantic
4835,Coal Miner's Daughter
4885,Domestic Disturbance
4895,"Wash, The"
4910,Katie Tippel (Keetje Tippel)
4915,"Beastmaster, The"
4943,At the Earth's Core
4945,"Enforcer, The"
4979,"Royal Tenenbaums, The"
5023,"Waterdance, The"
5042,Forbidden Zone
5044,Foxes
5050,"Farewell, The (Abschied - Brechts letzter Sommer)"
5051,Italian for Beginners (Italiensk for begyndere)
5062,Seconds
5065,"Mothman Prophecies, The"
5077,Cousins
5094,Rollerball
5100,"Man Who Loved Women, The"
5102,Rookie of the Year
5108,John Q
5116,Designing Woman
5124,Town Without Pity
5148,Black Like Me
5158,Cross Creek
5161,Intersection
5162,"Jo Jo Dancer, Your Life is Calling"
5173,Divorcing Jack
5177,"Magnificent Ambersons, The"
5179,Gloria
5182,Hawk the Slayer
5215,"Oh, Heavenly Dog!"
5219,Resident Evil
5223,Pauline & Paulette (Pauline en Paulette)
5226,All the Right Moves
5227,Barabbas
5272,Time Out (L'emploi du temps)
5280,Salmonberries
5292,Slap Shot
5313,The Scorpion King
5321,"Triumph of Love, The"
5328,Rain
5334,Cadillac Man
5347,Deuces Wild
5358,Mountains of the Moon
5363,"New Guy, The"
5378,Star Wars: Episode II - Attack of the Clones
5393,Cowboy
5397,Monkey Business
5405,Dakota
5410,Silent Running
5426,Bad Company
5432,Hero and the Terror
5442,V. I. Warshawski
5451,Pumpkin
5452,Look Who's Talking Now
5468,20 Million Miles to Earth
5477,Sex and Lucia (Lucía y el sexo)
5492,Fathom
5514,Lan Yu
5544,Time After Time
5552,"Revenge of Frankenstein, The"
5566,Heartbreak Hospital
5585,Ernest Scared Stupid
5607,"Son of the Bride (Hijo de la novia, El)"
5608,"Das Experiment (Experiment, The)"
5623,Crazy as Hell
5642,"Onion Field, The"
5673,Punch-Drunk Love
5675,Swept Away
5709,"Amateur, The"
5711,Marianne & Juliane (Die Bleierne Zeit)
5715,"Burning, The"
5720,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)"
5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La)"
5723,Continental Divide
5747,Gallipoli
5752,Gregory's Girl
5761,"Legend of the Lone Ranger, The"
5763,Lola
5766,Madman
5770,Ms. 45 (a.k.a. Angel of Vengeance)
5771,My Bloody Valentine
5783,Derrida
5803,I Spy
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite)"
5825,"Life and Death of Colonel Blimp, The"
5836,Houseboat
5858,"Soupe aux Choux, La"
5868,This Is Elvis
5869,True Confessions
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights)
5888,Brother (Brat)
5889,"Cruel Romance, A (Zhestokij Romans)"
5907,Medea
5908,Scarlet Diva
5941,Drumline
5963,"Children's Hour, The"
5964,Company Business
5986,Fat City
5989,Catch Me If You Can
6002,Love Liza
6004,Abraham's Valley (Vale Abraão)
6013,Kangaroo Jack
6020,Alice Adams
6052,"Horse in the Gray Flannel Suit, The"
6063,May
6066,Murder by Decree
6075,"Simple-Minded Murder, The (Enfaldige mördaren, Den)"
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye)
6104,Monty Python Live at the Hollywood Bowl
6114,Permanent Vacation
6121,Querelle
6142,Time Walker (a.k.a. Being From Another Planet)
6148,White Dog
6155,How to Lose a Guy in 10 Days
6156,Shanghai Knights
6170,"Black Stallion, The"
6179,"Prayer for the Dying, A"
6181,"Red Badge of Courage, The"
6188,Old School
6191,"Navigators, The"
6192,Open Hearts (Elsker dig for evigt)
6196,Cradle 2 the Grave
6205,Mr. North
6215,Laurel Canyon
6217,"Safety of Objects, The"
6223,Spun
6235,Europa Europa (Hitlerjunge Salomon)
6236,Fear Strikes Out
6238,Green Card
6245,Sweet Charity
6270,Akira Kurosawa's Dreams (Dreams)
6271,Day for Night (La Nuit Américaine)
6274,Physical Evidence
6303,"Andromeda Strain, The"
6305,Fahrenheit 451
6317,Cartouche
6322,Confidence
6325,"Real Cancun, The"
6326,City of Ghosts
6333,X2: X-Men United
6334,Blue Car
6351,Hysterical Blindness
6365,"Matrix Reloaded, The"
6371,Pokémon Heroes
6374,"In-Laws, The"
6400,Murder on a Sunday Morning (Un coupable idéal)
6403,"Swimmer, The"
6415,Intervista
6422,Shenandoah
6427,"Railway Children, The"
6430,Ziggy Stardust and the Spiders from Mars
6436,This Boy's Life
6448,"Flight of the Phoenix, The"
6473,Half Moon Street
6488,Jet Lag (Décalage horaire)
6503,Charlie's Angels: Full Throttle
6506,Fulltime Killer (Chuen jik sat sau)
6521,"Main Event, The"
6534,Hulk
6546,Km. 0 - Kilometer Zero (Kilómetro cero)
6564,Lara Croft Tomb Raider: The Cradle of Life
6583,"Blood of Heroes, The (Salute of the Jugger, The)"
6597,"Princess Blade, The (Shura Yukihime)"
6602,Brain Damage
6611,Umberto D.
6655,"Mysterians, The (Chikyu Boeigun)"
6657,"Beast from 20,000 Fathoms, The"
6667,Waco: The Rules of Engagement
6669,Ikiru
6672,War Photographer
6686,"Medallion, The"
6699,Once Upon a Time in the Midlands
6700,"Other Side of the Bed, The (Otro lado de la cama, El)"
6733,I'm Going Home (Je rentre à la maison)
6734,Memoirs of an Invisible Man
6746,Squirm
6753,Secondhand Lions
6768,Luther
6772,To Be and to Have (Être et avoir)
6775,Life and Debt
6786,Kiss of the Spider Woman
6809,Tightrope
6814,City Heat
6820,Ginger Snaps
6826,"Shakiest Gun in the West, The"
6837,Love Affair
6840,"Hospital, The"
6848,Kingdom of the Spiders
6856,Yankee Doodle Dandy
6893,"Italian Job, The"
6909,"Eye, The (Gin gwai) (Jian gui)"
6936,Elf
6938,Billabong Odyssey
6986,Ben-Hur: A Tale of the Christ
6990,The Great Train Robbery
7012,Mr. Destiny
7036,Teen Wolf
7072,Stagecoach
7082,That Touch of Mink
7100,CrissCross
7110,Blind Beast (Môjuu)
7113,Cabeza de Vaca
7117,Leprechaun
7120,DarkWolf
7121,Adam's Rib
7122,King of Hearts
7131,"Summer Place, A"
7133,Metalstorm: The Destruction of Jared-Syn
7134,"Element of Crime, The (Forbrydelsens Element)"
7137,"Cooler, The"
7139,In America
7149,Something's Gotta Give
7161,Cheaper by the Dozen
7167,Japanese Story
7169,Chasing Liberty
7185,Real Men
7206,Mon Oncle (My Uncle)
7220,Micki + Maude
7235,Ichi the Killer (Koroshiya 1)
7256,Touching the Void
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran)
7306,"Herod's Law (Ley de Herodes, La)"
7312,"Follow Me, Boys!"
7320,Dirty Dancing: Havana Nights
7321,Twisted
7325,Starsky & Hutch
7331,"Serpent's Egg, The (Schlangenei, Das)"
7334,"Front, The"
7336,"Damned, The (La Caduta degli dei)"
7340,Just One of the Guys
7344,"Wrong Arm of the Law, The"
7345,Agent Cody Banks 2: Destination London
7360,Dawn of the Dead
7367,"Ladykillers, The"
7368,Never Die Alone
7388,"Brother Sun, Sister Moon (Fratello sole, sorella luna)"
7394,Those Magnificent Men in Their Flying Machines
7406,"Flying Deuces, The"
7416,"Sunshine Boys, The"
7438,Kill Bill: Vol. 2
7442,Young Adam
7448,Envy
7456,Valentin (Valentín)
7572,Wit
7573,Never Say Never Again
7705,Pat and Mike
7728,"Postman Always Rings Twice, The"
7809,Ambush (Rukajärven tie)
7831,Another Thin Man
7836,Woodstock
7841,Children of Dune
7842,Dune
7890,The Left Handed Gun
7896,Ride the High Country
7980,"Bridge Too Far, A"
7985,The Wonderful Ice Cream Suit
8004,Planet of the Vampires (Terrore nello spazio)
8011,"Weather Underground, The"
8017,10 Rillington Place
8041,Passed Away
8057,Sweet Bird of Youth
8127,"First $20 Million Is Always the Hardest, The"
8128,Au revoir les enfants
8143,Lola Montès
8197,Hiroshima Mon Amour
8228,"Maltese Falcon, The (a.k.a. Dangerous Female)"
8240,Totally F***ed Up
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro)
8264,Grey Gardens
8272,Cromwell
8332,Sunday Bloody Sunday
8369,Mindhunters
8380,Father Hood
8391,Big Wednesday
8444,"Chipmunk Adventure, The"
8448,ComDads (les Compères)
8458,To Each His Own
8459,"Heiress, The"
8487,Please Don't Eat the Daisies
8488,Siddhartha
8491,White Heat
8511,"Immigrant, The"
8527,I'll Sleep When I'm Dead
8543,"Flying Leathernecks, The"
8571,Bob & Carol & Ted & Alice
8579,"Scarlet and the Black, The"
8613,"Time of Your Life, The"
8617,Butterfield 8
8649,Gray Lady Down
8660,"Deluge, The (Potop)"
8700,Destination Tokyo
8709,How I Got Into College
8725,"Goodbye, Columbus"
8726,"President's Analyst, The"
8733,"Nest, The (Nid de Guêpes)"
8751,Gun Crazy (a.k.a. Deadly Is the Female)
8771,Sherlock Holmes: Terror by Night
8777,Roadkill (a.k.a. Roadkill: Move or Die)
8787,Thunderbirds Are GO
8788,Thunderbird Six
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino)"
8796,"Funny Thing Happened on the Way to the Forum, A"
8800,Code 46
8808,"Princess Diaries 2: Royal Engagement, The"
8809,Danny Deckchair
8827,"Bill Cosby, Himself"
8828,Dead Ringer
8841,Seeing Other People
8849,Under the Cherry Moon
8856,Roller Boogie
8871,"Last Shot, The"
8884,"Man with One Red Shoe, The"
8890,"Alligator People, The"
8891,Hear No Evil
8892,Basket Case 3: The Progeny
8898,"Robinson Crusoe (Adventures of Robinson Crusoe, The)"
8901,Flashpoint
8908,Ladder 49
8918,Eulogy
8927,Cannonball
8959,Birth
8972,National Treasure
8976,San Antonio
8985,Blade: Trinity
8996,Stateside
9013,Secret Honor
9018,Control Room
25750,Sherlock Jr.
25751,"Big Parade, The"
25766,"Crowd, The"
25778,Night Nurse
25785,"Land Without Bread (Hurdes, tierra sin pan, Las)"
25801,She Done Him Wrong
25804,Wild Boys of the Road
25807,"Black Cat, The"
25850,Holiday
25854,Intermezzo
25879,All Through the Night
25886,Random Harvest
25898,Day of Wrath (Vredens dag)
25926,Shoeshine (Sciuscià)
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)"
25966,"Greatest Love, The (Europa '51)"
25980,Gate of Hell (Jigokumon)
25990,It Should Happen to You
25996,"Star Is Born, A"
26019,Fiend Without a Face
26098,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The"
26124,Robinson Crusoe on Mars
26170,"Bride Wore Black, The (La mariée était en noir)"
26205,"Goodbye, Mr. Chips"
26209,"Magic Christian, The"
26223,Gamera vs. Jiger
26240,"Beguiled, The"
26246,Johnny Got His Gun
26249,They Call Me Trinity
26264,Brother John
26277,Slither
26295,Invasion of the Bee Girls
26314,"Cars That Ate Paris, The"
26315,Conrack
26386,High Anxiety
26397,Brass Target
26409,"Clonus Horror, The"
26430,"Luna, La"
26432,Quintet
26448,Pelle Svanslös
26465,D.C. Cab
26467,"Day After, The"
26497,Another Country
26521,Racing with the Moon
26524,"Times of Harvey Milk, The"
26561,Vision Quest
26611,"Whales of August, The"
26628,Jack's Back
26662,Kiki's Delivery Service (Majo no takkyûbin)
26677,Black Rainbow
26684,Frankenhooker
26693,It
26695,"Krays, The"
26702,"Reflecting Skin, The"
26723,Delusion
26755,Stone Cold
26760,Wild Hearts Can't Be Broken
26792,Sidekicks
26802,And Life Goes On (a.k.a. Life and Nothing More) (Zendegi va digar hich)
26804,Return to Lonesome Dove
26806,American Ninja 5
26828,Mr. Nanny
26834,Philadelphia Experiment II
26840,Sonatine (Sonachine)
26849,"Stand, The"
26875,"Pure Formality, A (Pura formalità, Una)"
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban)
26938,"Hunters, The (Jägarna)"
26970,Face
26998,"Sick: The Life & Death of Bob Flanagan, Supermasochist"
27049,Storm of the Century
27070,"Place Called Chiapas, A"
27093,"Class Trip, The (La classe de neige)"
27095,"Hole, The (Dong)"
27192,"Prophecy 3: The Ascent, The"
27212,Essex Boys
27215,Badding
27235,"Shrink Is In, The"
27253,"Extremely Goofy Movie, An"
27274,Cremaster 2
27338,The Hole
27345,Speaking of Sex
27348,Needing You... (Goo naam gwa neui)
27357,Old Men in New Cars (Gamle mænd i nye biler)
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre)
27372,Uprising
27402,Dagon
27417,Lone Star State of Mind
27436,Mockingbird Don't Sing
27472,Martin & Orloff
27478,Ali G Indahouse
27513,Dog Days (Hundstage)
27528,"Warrior, The"
27602,"Foreigner, The"
27673,Any way the wind blows
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka)
27736,Take My Eyes (Te doy mis ojos)
27758,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood"
27765,Trauma
27778,Ginger Snaps Back: The Beginning
27781,Svidd Neger
27811,Buddy
27815,"Chorus, The (Choristes, Les)"
27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)"
27831,Layer Cake
27847,Game Over: Kasparov and the Machine
27856,Bummer (Bumer)
27882,Riding Giants
27903,"Eye 2, The (Gin gwai 2)"
27904,"Scanner Darkly, A"
27919,Fahrenhype 9/11
30810,"Life Aquatic with Steve Zissou, The"
30867,Kamikaze Girls (Shimotsuma monogatari)
30991,Powwow Highway
30994,Little Miss Marker
31042,Hell's Angels
31083,Man Trouble
31112,Freedomfighters (Libertarias)
31184,Appleseed (Appurushîdo)
31309,Rocco and His Brothers (Rocco e i suoi fratelli)
31364,Memories of Murder (Salinui chueok)
31367,"Chase, The"
31374,Hobson's Choice
31431,Boogeyman
31617,El Cid
31660,Steamboy (Suchîmubôi)
31856,Surplus: Terrorized Into Being Consumers
31889,"Five People You Meet in Heaven, The"
31894,"ChubbChubbs!, The"
31925,Royal Flash
31932,Fallen Angel
31954,Beautiful City (Shah-re ziba)
31975,Tombs of the Blind Dead (La noche del terror ciego)
32151,It Happened to Jane
32153,Once Upon a Forest
32156,Hello Down There
32325,Yanks
32440,If Looks Could Kill
32493,End of the Century: The Story of the Ramones
32497,Love Letter
32591,Look at Me (Comme une image)
32625,"Krakatoa, East of Java"
32689,"Reuben, Reuben"
32707,Blue
32721,Battle of the Bulge
32724,Ghosts... of the Civil Dead
32781,Hawaii
32988,Clean
33188,Mischief
33229,"Angry Silence, The"
33296,Buying the Cow
33376,"Tesseract, The"
33581,Bad Boy (Dawg)
33629,Airborne
33644,Dominion: Prequel to the Exorcist
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu)
33823,"Bridge of San Luis Rey, The"
33863,"Trail of the Lonesome Pine, The"
33912,"Unmarried Woman, An"
33914,"Racket, The"
33917,"Member of the Wedding, The"
33972,Father's Little Dividend
33988,Twenty Bucks
33998,Deceived
34271,Hustle & Flow
34473,"Star, The"
34532,"Skeleton Key, The"
34534,Four Brothers
34643,"Three Stooges Meet Hercules, The"
34769,The Corpse Vanishes
35347,Animal Farm
36083,Main Hoon Na
36373,Comrades: Almost a Love Story (Tian mi mi)
37113,Golden Boy
37380,Doom
37857,MirrorMask
37967,American Yakuza
38086,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan)
38320,Valerie and Her Week of Wonders (Valerie a týden divu)
38376,Everybody's Fine (Stanno tutti bene)
38656,Sweet Movie
38849,Dead & Breakfast
38992,Two for the Money
39381,"Proposition, The"
39435,"Legend of Zorro, The"
39481,Will Success Spoil Rock Hunter?
39768,Life is a Miracle (Zivot je cudo)
40015,Aprile
40494,Zombie and the Ghost Train (Zombie ja Kummitusjuna)
40581,Just Friends
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan)
40738,Summer Interlude (Sommarlek)
40973,"Wild Geese, The"
40988,Hondo
41025,"Good Woman, A"
41212,Mondovino
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu)
41712,"Room for Romeo Brass, A"
41736,7 Seconds
41792,"Organization, The"
41824,Address Unknown
